단어	품사	뜻	발음기호	예문1	예문1 해석	예문2	예문2 해석	메모
transient	adjective	일시적인, 순간적인	/ˈtrænziənt/	The effect is transient.	그 효과는 일시적이다.	A transient response was observed.	과도 응답이 관찰되었다.	
oscillate	verb	진동하다	/ˈɑːsəleɪt/	The pendulum oscillates.	진자가 진동한다.	The signal oscillated rapidly.	신호가 빠르게 진동했다.	
reciprocate	verb	왕복 운동하다; 보답하다	/rɪˈsɪprəkeɪt/	The piston reciprocates inside the cylinder.	피스톤이 실린더 안에서 왕복 운동한다.	She reciprocated his kindness.	그녀는 그의 친절에 보답했다.	
inlet	noun	입구, 유입구	/ˈɪnlet/	Water enters through the inlet.	물이 유입구를 통해 들어온다.	Check the air inlet.	공기 흡입구를 점검해라.	
pulsating	adjective	맥동하는	/ˈpʌlseɪtɪŋ/	The pump creates a pulsating flow.	펌프가 맥동 유동을 만든다.	The light was pulsating.	빛이 맥동하고 있었다.	
eddy	noun	소용돌이	/ˈedi/	An eddy formed behind the rock.	바위 뒤에 소용돌이가 생겼다.	The leaves spun in an eddy.	나뭇잎이 소용돌이 속에서 돌았다.	
shed	verb	떨어뜨리다; 방출하다	/ʃed/	The tree sheds its leaves.	나무가 잎을 떨어뜨린다.	The material sheds heat quickly.	그 재료는 열을 빠르게 방출한다.	
coefficient	noun	계수	/ˌkoʊɪˈfɪʃənt/	The coefficient was calculated.	계수를 계산했다.	The friction coefficient is low.	마찰계수가 낮다.	
induce	verb	유발하다	/ɪnˈduːs/	Stress can induce failure.	응력은 파손을 유발할 수 있다.	The field induces a current.	자기장이 전류를 유도한다.	
fluctuation	noun	변동	/ˌflʌktʃuˈeɪʃn/	Temperature fluctuations were recorded.	온도 변동이 기록되었다.	Price fluctuation is expected.	가격 변동이 예상된다.	
primary	adjective	기본적인, 주요한	/ˈpraɪmeri/	The primary goal is safety.	최우선 목표는 안전이다.	This is the primary reason.	이것이 주된 이유이다.	
render	verb	~한 상태로 만들다	/ˈrendər/	The damage rendered the engine useless.	손상으로 엔진을 사용할 수 없게 되었다.	The heat rendered the plastic soft.	열이 플라스틱을 부드럽게 만들었다.	
cylindrical coordinates	noun	원기둥 좌표계	/sɪˈlɪndrɪkl koʊˈɔːrdɪnəts/	The equation is expressed in cylindrical coordinates.	방정식은 원기둥 좌표계로 표현된다.	Use cylindrical coordinates for this problem.	이 문제에는 원기둥 좌표계를 사용하라.	
orientation	noun	방향, 배향	/ˌɔːriənˈteɪʃn/	The crystal orientation was measured.	결정의 배향을 측정했다.	The orientation affects performance.	방향이 성능에 영향을 준다.	
document	verb	기록하다, 문서화하다	/ˈdɑːkjəment/	Document every experiment.	모든 실험을 기록해라.	The process was well documented.	그 과정은 잘 문서화되었다.	
formulate	verb	공식화하다	/ˈfɔːrmjəleɪt/	The theory was formulated in 1905.	그 이론은 1905년에 공식화되었다.	Formulate a new strategy.	새로운 전략을 수립하라.	
inertial	adjective	관성의	/ɪˈnɜːrʃl/	The inertial force increases.	관성력이 증가한다.	An inertial frame was used.	관성 좌표계를 사용했다.	
viscosity	noun	점성	/vɪˈskɑːsəti/	The viscosity increases with pressure.	점성은 압력이 증가하면 커진다.	The oil has low viscosity.	그 기름은 점성이 낮다.	
Swiss	noun,adjective	스위스 사람; 스위스의	/swɪs/	The Swiss are known for precision.	스위스 사람들은 정밀함으로 유명하다.	He bought a Swiss watch.	그는 스위스 시계를 샀다.	
treatise	noun	논문, 보고서	/ˈtriːtɪs/	He wrote a treatise on physics.	그는 물리학 논문을 썼다.	The treatise became influential.	그 논문은 큰 영향을 미쳤다.	
parameter	noun	매개변수	/pəˈræmɪtər/	Adjust the parameter carefully.	매개변수를 신중히 조정해라.	The model has several parameters.	그 모델에는 여러 매개변수가 있다.	
capillary	adjective,noun	모세관의; 모세관	/ˈkæpəleri/	Capillary action moves water upward.	모세관 현상은 물을 위로 이동시킨다.	The liquid entered the capillary.	액체가 모세관으로 들어갔다.	
expertise	noun	전문 지식, 전문성	/ˌekspɜːrˈtiːz/	She has expertise in chemistry.	그녀는 화학 분야의 전문 지식을 갖고 있다.	We need your expertise.	당신의 전문성이 필요하다.	
Venturi	noun	벤투리관	/venˈtʊri/	The Venturi measures flow rate.	벤투리관은 유량을 측정한다.	The Venturi effect reduces pressure.	벤투리 효과는 압력을 낮춘다.	
irrotational	adjective	비회전의	/ɪˌroʊˈteɪʃənl/	The flow is irrotational.	유동은 비회전성이다.	Assume irrotational flow.	비회전 유동이라고 가정하라.	
vortex	noun	소용돌이	/ˈvɔːrteks/	A vortex formed behind the wing.	날개 뒤에 소용돌이가 생겼다.	The vortex grew stronger.	소용돌이가 더 강해졌다.	
cavitation	noun	공동현상	/ˌkævɪˈteɪʃn/	Cavitation damaged the pump.	공동현상으로 펌프가 손상되었다.	Avoid cavitation during operation.	운전 중 공동현상을 피하라.	
dawn	verb	(생각이) 떠오르다	/dɔːn/	It suddenly dawned on me.	갑자기 깨달았다.	The truth dawned slowly.	진실을 서서히 깨달았다.	
monumental	adjective	기념비적인	/ˌmɑːnjuˈmentl/	It was a monumental achievement.	그것은 기념비적인 업적이었다.	A monumental building stood nearby.	기념비적인 건물이 근처에 있었다.	
primitive	adjective	초기의, 원시의	/ˈprɪmətɪv/	Primitive tools were discovered.	초기의 도구가 발견되었다.	The system is primitive.	그 시스템은 매우 초기 수준이다.	
hesive	adjective	접착성 있는	/ˈhiːsɪv/	The adhesive layer is highly cohesive.	접착층은 응집성이 높다.	The material is cohesive.	그 재료는 응집성이 있다.	
confined	adjective	제한된, 한정된	/kənˈfaɪnd/	The gas is confined in the chamber.	기체는 챔버 안에 갇혀 있다.	The experiment was conducted in a confined space.	실험은 제한된 공간에서 수행되었다.	
duct	noun	관, 도관	/dʌkt/	Air flows through the duct.	공기가 덕트를 통해 흐른다.	Clean the ventilation duct.	환기 덕트를 청소해라.	
irrigation	noun	관개	/ˌɪrɪˈɡeɪʃn/	The farm uses irrigation.	그 농장은 관개를 사용한다.	The irrigation system was upgraded.	관개 시스템이 개선되었다.	
ditch	noun	배수로, 도랑	/dɪtʃ/	Water flowed into the ditch.	물이 배수로로 흘러갔다.	The workers dug a ditch.	작업자들이 도랑을 팠다.	
subcategory	noun	하위범주	/ˈsʌbˌkætəɡɔːri/	This item belongs to a different subcategory.	이 항목은 다른 하위범주에 속한다.	The products are divided into subcategories.	제품들은 하위범주로 나뉜다.	
primary	adjective	본래의, 원시적인, 최초의	/ˈpraɪmeri/	The primary objective is safety.	최우선 목표는 안전이다.	This is the primary source.	이것이 원본 자료이다.	
elastic	adjective	탄성의, 탄성이 있는	/ɪˈlæstɪk/	Rubber is elastic.	고무는 탄성이 있다.	The material is highly elastic.	그 재료는 탄성이 매우 좋다.	
borderline	noun,adjective	경계선; 경계의	/ˈbɔːrdərlaɪn/	His score was on the borderline.	그의 점수는 합격선에 걸쳐 있었다.	This is a borderline case.	이것은 애매한 경우이다.	
scope	noun	범위	/skoʊp/	The scope of the project is large.	프로젝트의 범위가 크다.	This topic is beyond the scope of the course.	이 주제는 강의 범위를 벗어난다.	
notable	adjective	주목할 만한	/ˈnoʊtəbl/	She made notable progress.	그녀는 눈에 띄는 발전을 이루었다.	It is a notable achievement.	그것은 주목할 만한 성과이다.	
collide	verb	충돌하다	/kəˈlaɪd/	Two cars collided.	차 두 대가 충돌했다.	The particles collided with each other.	입자들이 서로 충돌했다.	
confine	verb	국한하다, 제한하다	/kənˈfaɪn/	Please confine your comments to the topic.	의견을 주제에 국한해 주세요.	The disease was confined to one area.	질병은 한 지역에 국한되었다.	
elaborate	adjective	정교한, 공들인	/ɪˈlæbərət/	The machine has an elaborate design.	그 기계는 정교한 설계를 갖고 있다.	She wore an elaborate dress.	그녀는 화려한 드레스를 입었다.	
domestic	adjective	가정의, 국내의	/dəˈmestɪk/	Domestic animals are kept by people.	가축은 사람이 기른다.	Domestic demand increased.	국내 수요가 증가했다.	
crop	noun	곡물, 농작물	/krɑːp/	The farmers harvested the crops.	농부들이 농작물을 수확했다.	The rice crop was excellent.	벼농사가 매우 잘되었다.	
irrigation	noun	관개	/ˌɪrɪˈɡeɪʃn/	The farm depends on irrigation.	그 농장은 관개에 의존한다.	An irrigation system was installed.	관개 시설이 설치되었다.	
retain	verb	유지하다, 보유하다	/rɪˈteɪn/	The material retains heat well.	그 재료는 열을 잘 유지한다.	She retained her composure.	그녀는 침착함을 유지했다.	
abundant	adjective	풍부한	/əˈbʌndənt/	Water is abundant here.	이곳은 물이 풍부하다.	The region has abundant resources.	그 지역은 자원이 풍부하다.	
archaeology	noun	고고학	/ˌɑːrkiˈɑːlədʒi/	She studies archaeology.	그녀는 고고학을 공부한다.	Archaeology reveals ancient cultures.	고고학은 고대 문화를 밝혀낸다.	
invest	verb	(시간·노력 등을) 들이다; 투자하다	/ɪnˈvest/	Invest more time in learning.	학습에 더 많은 시간을 투자해라.	They invested heavily in research.	그들은 연구에 많은 투자를 했다.	
aqueduct	noun	수로	/ˈækwɪdʌkt/	The Romans built aqueducts.	로마인들은 수로를 건설했다.	The aqueduct carried water into the city.	수로는 도시로 물을 공급했다.	
lead	noun	납	/led/	Lead is a heavy metal.	납은 무거운 금속이다.	Lead is toxic to humans.	납은 인체에 유독하다.	
formulate	verb	공식화하다, 만들어내다	/ˈfɔːrmjəleɪt/	The scientist formulated a new theory.	과학자가 새로운 이론을 공식화했다.	We formulated a detailed plan.	우리는 상세한 계획을 세웠다.	
buoyancy	noun	부력	/ˈbɔɪənsi/	The buoyancy keeps the boat afloat.	부력이 배를 뜨게 한다.	Buoyancy depends on density.	부력은 밀도에 따라 달라진다.	
sack	verb	절약하다; 해고하다	/sæk/	The coach was sacked.	감독이 해고되었다.	They sacked several employees.	그들은 직원 몇 명을 해고했다.	
elegant	adjective	우아한, 정교한	/ˈelɪɡənt/	She wore an elegant dress.	그녀는 우아한 드레스를 입었다.	The solution is elegant.	그 해결책은 매우 정교하다.	
credit	verb,noun	공로를 돌리다; 공로	/ˈkredɪt/	I credit her with the success.	나는 성공의 공을 그녀에게 돌린다.	He deserves the credit.	그가 공로를 인정받아야 한다.	
expertise	noun	전문 지식, 전문성	/ˌekspɜːrˈtiːz/	She has expertise in chemistry.	그녀는 화학 분야의 전문성을 갖고 있다.	We need your expertise.	당신의 전문 지식이 필요하다.	
Venturi	noun	벤투리관	/venˈtʊri/	The Venturi tube measures flow rate.	벤투리관은 유량을 측정한다.	The Venturi effect lowers pressure.	벤투리 효과는 압력을 낮춘다.	
irrotational	adjective	비회전의	/ɪˌroʊˈteɪʃənl/	Assume irrotational flow.	비회전 유동을 가정하라.	The fluid is irrotational.	유체는 비회전성이다.	
vortex	noun	소용돌이	/ˈvɔːrteks/	A vortex formed behind the wing.	날개 뒤에 소용돌이가 생겼다.	The vortex became unstable.	소용돌이가 불안정해졌다.	
cavitation	noun	공동현상	/ˌkævɪˈteɪʃən/	Cavitation damaged the pump.	공동현상으로 펌프가 손상되었다.	Avoid cavitation during operation.	운전 중 공동현상을 피하라.	
dawn	verb	(생각·현상 등이) 나타나기 시작하다	/dɔːn/	It suddenly dawned on me.	갑자기 깨달았다.	A new era dawned.	새 시대가 시작되었다.	
monumental	adjective	기념비적인	/ˌmɑːnjuˈmentl/	It was a monumental achievement.	그것은 기념비적인 업적이었다.	The building is monumental.	그 건물은 기념비적이다.	
primitive	adjective	초기의, 원시의	/ˈprɪmətɪv/	Primitive tools were discovered.	원시 도구가 발견되었다.	The system is primitive.	그 시스템은 초기 수준이다.	
aspect	noun	측면, 양상	/ˈæspekt/	We discussed every aspect.	우리는 모든 측면을 논의했다.	This aspect is important.	이 측면이 중요하다.	
aeronautical	adjective	항공의, 항공학의	/ˌerəˈnɔːtɪkl/	He studies aeronautical engineering.	그는 항공공학을 공부한다.	The aeronautical industry is growing.	항공 산업이 성장하고 있다.	
optimization	noun	최적화	/ˌɑːptəməˈzeɪʃn/	Optimization improved performance.	최적화로 성능이 향상되었다.	The algorithm focuses on optimization.	그 알고리즘은 최적화에 초점을 맞춘다.	
boggle	verb	당황하게 하다; 놀라게 하다	/ˈbɑːɡl/	The result boggled my mind.	그 결과는 나를 놀라게 했다.	That question boggled everyone.	그 질문은 모두를 당황하게 했다.	
basin	noun	유역, 분지	/ˈbeɪsn/	The river basin is large.	그 강의 유역은 넓다.	The basin collects water.	그 분지는 물을 모은다.	
frankly	adverb	솔직히	/ˈfræŋkli/	Frankly, I disagree.	솔직히 나는 동의하지 않는다.	She spoke frankly.	그녀는 솔직하게 말했다.	
extrapolation	noun	외삽, 추정	/ɪkˌstræpəˈleɪʃn/	The value was obtained by extrapolation.	그 값은 외삽으로 구했다.	The extrapolation was inaccurate.	외삽 결과는 부정확했다.	
shear	noun,verb	전단; 전단하다	/ʃɪr/	The material failed in shear.	재료가 전단으로 파손되었다.	Shear stress increased.	전단응력이 증가했다.	
folly	noun	어리석은 행동	/ˈfɑːli/	It was an act of folly.	그것은 어리석은 행동이었다.	His folly cost him dearly.	그의 어리석음은 큰 대가를 치렀다.	
non-porous	adjective	비다공성의	/ˌnɑːnˈpɔːrəs/	Glass is non-porous.	유리는 비다공성이다.	Use a non-porous surface.	비다공성 표면을 사용해라.	
impermeable	adjective	불침투성의	/ɪmˈpɜːrmiəbl/	The membrane is impermeable to water.	그 막은 물을 통과시키지 않는다.	The coating is impermeable.	그 코팅은 불침투성이다.	
